source,target,weight
10,24,70
10,26,66
10,28,50
10,29,99
10,33,80
10,34,62
10,35,57
10,39,84
10,44,30
10,46,30
10,48,87
10,58,93
10,61,54
10,11,54
11,13,48
11,22,8
11,25,46
11,27,47
11,30,19
11,32,76
11,37,32
11,38,57
11,44,14
11,46,76
11,47,85
11,50,69
11,57,99
11,12,41
12,13,54
12,14,41
12,17,51
12,19,36
12,20,56
12,21,19
12,22,18
12,24,34
12,29,36
12,42,42
12,43,74
12,44,91
12,45,21
12,46,54
12,48,46
12,56,23
12,62,88
12,63,71
13,15,95
13,17,90
13,18,44
13,23,91
13,26,72
13,28,91
13,31,3
13,35,40
13,36,42
13,37,62
13,42,46
13,46,45
13,47,31
13,49,3
13,55,8
13,57,31
13,58,60
13,62,46
13,63,81
13,14,44
14,15,65
14,17,89
14,19,8
14,20,5
14,26,8
14,28,17
14,34,85
14,36,6
14,39,82
14,41,91
14,42,28
14,47,26
14,48,45
14,52,77
14,58,63
15,18,70
15,23,63
15,24,54
15,32,44
15,38,57
15,39,59
15,46,67
15,52,46
15,53,99
15,55,44
15,56,59
15,57,62
15,59,19
15,60,14
15,16,47
16,17,5
16,20,10
16,26,36
16,31,97
16,35,9
16,36,63
16,40,59
16,44,13
16,45,68
16,47,49
16,50,66
16,51,47
16,56,67
16,58,28
16,61,97
16,63,47
17,18,64
17,19,76
17,20,12
17,21,9
17,25,86
17,34,22
17,40,34
17,42,72
17,46,39
17,48,78
17,53,37
18,21,83
18,31,5
18,32,57
18,33,82
18,34,96
18,42,77
18,46,4
18,47,28
18,49,16
18,50,32
18,55,44
18,56,75
18,19,88
19,20,85
19,25,50
19,35,39
19,36,32
19,44,86
19,46,81
19,49,56
19,57,35
19,62,10
20,23,36
20,24,98
20,25,60
20,26,12
20,33,68
20,36,34
20,39,25
20,42,87
20,45,90
20,46,31
20,47,83
20,49,8
20,57,71
20,62,67
20,63,33
20,21,84
21,22,91
21,26,10
21,28,2
21,35,9
21,38,69
21,39,16
21,41,50
21,42,35
21,45,32
21,48,79
21,51,98
21,54,2
21,57,52
21,59,98
22,27,1
22,35,62
22,37,62
22,39,58
22,41,73
22,43,56
22,46,66
22,51,9
22,52,2
22,60,72
22,62,59
22,23,1
23,25,86
23,27,74
23,30,94
23,35,14
23,36,25
23,40,15
23,42,68
23,47,97
23,50,62
23,51,38
23,53,51
23,55,85
23,56,31
23,59,4
23,24,4
24,27,60
24,28,93
24,29,43
24,30,90
24,31,30
24,32,56
24,36,43
24,38,58
24,40,97
24,44,25
24,47,65
24,49,97
24,54,36
24,58,18
24,59,70
24,62,6
24,25,80
25,31,89
25,40,59
25,43,2
25,44,82
25,48,89
25,50,56
25,52,82
25,59,50
25,26,88
26,27,53
26,35,96
26,37,28
26,39,86
26,41,34
26,44,28
26,47,69
26,49,55
26,52,70
26,58,69
26,59,11
26,60,16
27,32,94
27,55,9
27,56,76
27,63,83
27,28,61
28,31,60
28,36,40
28,40,38
28,43,26
28,49,99
28,52,57
28,58,98
28,61,59
28,62,38
28,29,25
29,34,87
29,40,48
29,45,5
29,47,89
29,50,54
29,51,41
29,52,7
29,56,77
29,57,46
29,58,28
29,59,35
29,61,71
29,30,25
30,31,40
30,33,67
30,43,71
30,44,37
30,45,43
30,48,92
30,53,94
30,55,2
30,59,28
31,34,18
31,49,77
31,52,97
31,53,13
31,56,55
31,32,20
32,38,39
32,41,40
32,45,44
32,46,10
32,47,96
32,49,29
32,52,75
32,53,44
32,55,90
32,56,42
32,59,12
32,61,33
32,62,92
32,33,82
33,35,12
33,36,89
33,37,83
33,45,16
33,52,87
33,55,23
33,62,74
33,34,25
34,35,28
34,36,38
34,38,60
34,48,42
34,49,57
34,52,26
34,54,7
34,59,43
34,61,67
34,62,35
35,40,13
35,41,43
35,45,40
35,46,93
35,53,56
35,62,54
35,36,4
36,44,98
36,46,21
36,50,25
36,51,97
36,52,44
36,55,6
36,37,89
37,39,98
37,47,13
37,56,95
37,57,80
37,62,80
37,63,84
37,38,57
38,40,1
38,45,59
38,48,95
38,54,98
38,56,78
38,59,73
38,60,96
38,62,20
38,39,35
39,40,69
39,45,11
39,46,19
39,47,25
39,50,57
39,55,61
39,61,76
39,63,41
40,41,58
40,46,5
40,51,51
40,53,55
40,61,77
41,57,83
41,62,94
41,42,97
42,44,68
42,47,99
42,52,24
42,54,26
42,55,84
42,43,62
43,44,88
43,47,3
43,48,62
43,51,80
43,54,42
43,60,76
44,45,20
44,50,53
44,55,10
44,58,24
44,61,27
45,48,3
45,51,34
45,52,59
45,53,60
45,57,2
45,61,34
45,62,72
45,46,8
46,47,87
46,49,30
46,50,36
46,51,13
46,56,32
46,60,73
46,61,95
46,63,85
47,54,8
47,55,10
47,57,38
47,60,53
47,61,28
47,62,6
47,48,87
48,49,24
48,54,3
48,60,62
48,61,65
48,62,94
48,63,4
49,52,25
49,57,12
49,60,87
49,61,23
49,50,38
50,54,50
50,58,52
50,63,7
50,51,99
51,63,72
51,52,63
52,53,90
53,57,69
53,61,73
53,62,44
53,63,21
53,54,64
54,55,7
54,57,84
54,60,8
54,61,70
55,57,72
55,59,89
55,56,25
56,57,7
57,60,45
57,63,40
57,58,59
58,60,55
58,61,60
58,62,71
58,59,91
59,60,77
60,63,37
60,61,96
61,63,71
61,62,98
62,63,94
