source,target,weight
4,700,27
4,701,51
4,702,13
4,707,7
4,710,99
4,722,48
4,723,3
4,730,39
4,731,71
4,742,43
4,743,91
4,745,73
4,755,12
4,756,20
4,759,44
4,765,14
4,769,66
4,784,1
4,785,55
4,794,58
4,803,53
4,806,22
4,807,2
4,817,11
4,818,31
4,819,12
4,820,53
4,822,75
4,823,82
4,827,89
4,829,42
4,835,98
4,838,92
4,845,7
4,848,22
4,851,78
4,853,100
4,857,42
4,861,79
4,865,21
4,866,82
4,870,35
4,875,11
4,879,41
4,889,60
4,892,63
4,894,6
4,895,84
4,898,60
4,902,65
4,912,18
4,913,94
4,919,88
4,923,97
4,925,96
4,926,46
4,928,84
4,930,91
4,934,38
4,937,54
4,940,20
4,942,55
4,946,31
4,952,25
4,961,45
4,962,58
4,963,40
4,965,34
4,971,34
4,982,1
4,989,96
4,996,28
4,998,16
4,1002,54
4,1004,65
4,1009,38
4,1014,10
4,1015,97
5,13,88
5,15,1
5,19,56
5,21,53
5,23,28
5,28,8
5,30,33
5,35,18
5,44,90
5,47,8
5,49,50
5,50,6
5,51,7
5,55,35
5,57,38
5,58,67
5,63,7
5,64,61
5,66,70
5,70,50
5,72,18
5,80,25
5,81,58
5,82,20
5,87,26
5,88,61
5,94,77
5,95,21
5,96,38
5,97,14
5,98,35
5,100,3
5,101,59
5,105,80
5,107,36
5,111,44
5,112,1
5,113,96
5,118,76
5,119,69
5,125,68
5,126,6
5,129,37
5,133,5
5,134,16
5,137,85
5,150,63
5,155,64
5,168,46
5,172,61
5,179,98
5,192,42
5,195,53
5,199,27
5,202,85
5,206,41
5,214,92
5,218,55
5,219,20
5,221,43
5,225,88
5,226,97
5,229,13
5,230,5
5,233,87
5,234,75
5,235,47
5,236,62
5,238,73
5,244,48
5,251,10
5,254,63
5,255,95
5,256,22
5,257,85
5,262,32
5,266,64
5,267,10
5,271,72
5,272,97
5,275,96
5,278,20
5,280,2
5,281,53
5,283,86
5,286,33
5,290,99
5,292,66
5,293,43
5,294,8
5,299,93
5,314,12
5,316,63
5,317,40
5,324,3
5,325,32
5,328,43
5,335,35
5,338,28
5,339,78
5,342,11
5,349,64
5,355,67
5,356,47
5,358,26
5,359,58
5,360,62
5,361,8
5,366,51
5,368,46
5,369,86
5,379,26
5,381,13
5,382,75
5,386,94
5,389,73
5,393,61
5,404,80
5,405,16
5,406,46
5,407,40
5,410,69
5,412,84
5,425,73
5,427,16
5,429,10
5,434,28
5,435,90
5,436,44
5,437,90
5,439,11
5,443,43
5,446,10
5,449,53
5,457,76
5,461,71
5,469,23
5,471,3
5,472,93
5,474,65
5,475,80
5,477,72
5,485,53
5,494,63
5,500,52
5,501,69
5,504,60
5,508,61
5,509,45
5,519,21
5,525,32
5,528,83
5,531,10
5,532,53
5,533,28
5,539,93
5,544,71
5,545,5
5,546,95
5,560,79
5,561,10
5,566,97
5,567,57
5,573,17
5,578,77
5,583,73
5,584,14
5,585,89
5,594,10
5,596,45
5,602,5
5,604,80
5,606,8
5,621,83
5,625,72
5,626,44
5,631,27
5,635,61
5,637,12
5,640,6
5,643,83
5,648,56
5,655,49
5,656,63
5,659,55
5,660,13
5,663,43
5,666,89
5,670,90
5,671,85
5,680,93
5,682,24
5,683,58
5,685,16
5,695,3
5,697,80
5,698,31
5,701,51
5,705,72
5,706,74
5,707,94
5,709,40
5,712,63
5,713,47
5,714,90
5,719,18
5,722,26
5,723,56
5,724,77
5,734,64
5,737,50
5,738,68
5,739,28
5,740,11
5,744,66
5,753,32
5,760,77
5,762,75
5,764,30
5,765,67
5,767,43
5,771,53
5,775,34
5,776,51
5,777,90
5,778,39
5,792,20
5,796,97
5,801,82
5,803,1
5,807,78
5,808,12
5,811,84
5,814,53
5,824,77
5,834,73
5,836,66
5,840,28
5,841,28
5,842,98
5,844,12
5,845,14
5,847,27
5,849,10
5,850,98
5,851,23
5,852,12
5,853,86
5,859,30
5,860,59
5,862,41
5,863,89
5,864,36
5,870,52
5,871,12
5,873,61
5,876,31
5,879,42
5,888,97
5,889,50
5,893,5
5,894,45
5,897,51
5,898,20
5,900,6
5,901,49
5,902,36
5,911,5
5,912,12
5,913,3
5,920,25
5,923,72
5,924,37
5,936,34
5,945,45
5,953,58
5,955,61
5,956,90
5,957,40
5,960,69
5,962,86
5,970,6
5,974,87
5,977,44
5,979,61
5,981,33
5,982,39
5,983,75
5,985,71
5,986,46
5,988,39
5,994,82
5,1001,82
5,1003,95
5,1005,23
5,1008,33
5,1010,22
5,1015,75
5,1018,71
5,1019,66
5,1021,49
5,1023,71
5,6,92
6,7,61
6,8,26
6,9,50
6,10,16
6,18,3
6,24,15
6,27,81
6,32,50
6,38,28
6,40,94
6,42,44
6,48,89
6,54,45
6,65,13
6,68,67
6,75,65
6,77,29
6,79,40
6,81,33
6,84,62
6,85,17
6,90,30
6,94,70
6,96,40
6,99,26
6,101,13
6,102,60
6,107,41
6,110,11
6,114,21
6,115,80
6,117,59
6,118,69
6,120,6
6,123,12
6,125,39
6,128,71
6,129,76
6,131,54
6,132,92
6,134,47
6,137,5
6,142,54
6,146,92
6,153,60
6,155,71
6,159,83
6,171,32
6,173,76
6,175,48
6,176,20
6,179,89
6,180,56
6,183,15
6,184,64
6,191,15
6,195,73
6,197,80
6,198,62
6,199,82
6,203,67
6,208,84
6,209,60
6,211,1
6,215,48
6,216,59
6,219,15
6,220,75
6,222,15
6,231,88
6,234,48
6,235,2
6,238,78
6,242,44
6,244,58
6,250,16
6,251,63
6,252,49
6,253,48
6,254,8
6,255,48
6,258,61
6,259,96
6,261,26
6,262,8
6,265,66
6,266,93
6,271,15
6,275,96
6,280,96
6,281,75
6,295,97
6,300,44
6,309,54
6,312,10
6,316,36
6,317,52
6,318,75
6,337,32
6,338,26
6,339,94
6,341,93
6,343,59
6,345,30
6,346,36
6,348,16
6,349,61
6,353,39
6,355,61
6,358,56
6,360,35
6,366,46
6,371,44
6,373,21
6,374,100
6,375,76
6,376,19
6,377,86
6,378,80
6,385,11
6,387,99
6,388,72
6,390,16
6,396,43
6,401,24
6,402,49
6,413,96
6,418,1
6,422,91
6,428,15
6,430,8
6,439,45
6,447,6
6,449,11
6,457,22
6,460,81
6,463,57
6,465,30
6,469,4
6,478,72
6,479,66
6,487,73
6,489,24
6,490,80
6,493,54
6,504,93
6,506,53
6,512,89
6,522,68
6,527,82
6,534,20
6,535,7
6,536,66
6,537,4
6,538,16
6,549,99
6,550,66
6,552,62
6,553,61
6,554,57
6,560,70
6,562,51
6,564,95
6,566,88
6,571,72
6,572,81
6,580,50
6,590,9
6,594,86
6,600,17
6,603,63
6,604,75
6,606,33
6,613,74
6,615,15
6,616,28
6,626,89
6,627,27
6,641,11
6,643,72
6,648,98
6,653,97
6,657,49
6,658,95
6,663,97
6,664,8
6,668,31
6,672,71
6,677,87
6,679,68
6,692,59
6,694,26
6,698,68
6,704,61
6,705,67
6,706,68
6,707,36
6,709,92
6,711,9
6,715,96
6,718,24
6,727,15
6,728,25
6,739,53
6,743,97
6,744,98
6,748,12
6,754,72
6,757,93
6,760,89
6,761,47
6,763,4
6,766,3
6,768,32
6,770,59
6,776,42
6,778,16
6,779,53
6,780,12
6,782,2
6,784,30
6,788,98
6,789,59
6,790,15
6,795,79
6,799,7
6,808,48
6,810,29
6,811,26
6,815,25
6,818,28
6,819,87
6,820,10
6,823,93
6,830,68
6,841,75
6,848,75
6,851,75
6,855,78
6,864,90
6,867,43
6,868,43
6,870,98
6,872,4
6,876,60
6,879,50
6,880,8
6,881,71
6,883,87
6,891,23
6,898,10
6,900,82
6,905,82
6,907,15
6,914,85
6,920,23
6,922,77
6,924,52
6,931,44
6,937,32
6,938,16
6,939,89
6,941,2
6,946,31
6,949,56
6,953,11
6,954,41
6,955,56
6,962,74
6,967,84
6,968,89
6,969,86
6,972,43
6,975,45
6,976,65
6,978,10
6,980,22
6,982,96
6,984,77
6,985,79
6,987,88
6,994,48
6,998,29
6,1000,78
6,1009,71
6,1011,2
6,1012,62
6,1016,22
6,1017,75
6,1019,42
7,12,45
7,13,48
7,15,97
7,17,41
7,24,41
7,25,13
7,31,25
7,34,68
7,36,51
7,37,41
7,38,38
7,41,64
7,42,47
7,44,24
7,45,96
7,48,3
7,57,82
7,62,91
7,66,28
7,70,28
7,71,61
7,72,71
7,77,21
7,86,30
7,87,62
7,91,4
7,95,25
7,97,32
7,99,4
7,106,65
7,108,1
7,111,49
7,115,88
7,122,98
7,123,37
7,129,68
7,130,45
7,148,75
7,149,15
7,150,2
7,151,7
7,152,45
7,155,83
7,157,31
7,165,89
7,167,43
7,168,19
7,171,86
7,175,50
7,183,13
7,186,93
7,191,83
7,193,12
7,196,72
7,199,80
7,204,20
7,207,17
7,209,34
7,210,20
7,211,64
7,213,61
7,217,3
7,220,46
7,223,15
7,224,56
7,227,71
7,231,13
7,233,88
7,235,9
7,239,25
7,242,17
7,247,31
7,249,34
7,250,12
7,254,37
7,258,63
7,259,98
7,262,14
7,263,67
7,264,75
7,266,9
7,271,6
7,273,22
7,278,75
7,279,15
7,285,59
7,288,86
7,289,90
7,292,62
7,294,44
7,300,31
7,302,20
7,304,86
7,310,75
7,314,95
7,316,34
7,317,81
7,318,80
7,320,58
7,326,63
7,336,66
7,340,52
7,341,26
7,342,64
7,347,42
7,352,65
7,353,19
7,354,10
7,355,45
7,360,100
7,361,84
7,365,73
7,366,69
7,368,92
7,370,61
7,385,41
7,389,73
7,392,75
7,400,39
7,406,87
7,409,15
7,416,78
7,427,69
7,429,87
7,436,15
7,438,52
7,440,8
7,442,15
7,448,73
7,449,97
7,450,1
7,451,67
7,455,44
7,456,21
7,458,74
7,460,77
7,463,95
7,466,84
7,467,29
7,468,29
7,470,75
7,471,67
7,473,4
7,476,10
7,480,9
7,485,45
7,486,8
7,487,25
7,496,21
7,506,65
7,508,50
7,511,35
7,512,51
7,514,27
7,521,66
7,522,83
7,526,77
7,528,2
7,530,96
7,533,29
7,534,83
7,536,23
7,539,6
7,540,92
7,545,18
7,547,86
7,549,43
7,552,66
7,555,6
7,558,94
7,560,38
7,568,49
7,569,60
7,573,5
7,574,100
7,575,98
7,576,39
7,578,44
7,579,55
7,583,77
7,588,96
7,591,8
7,592,39
7,593,97
7,594,69
7,598,73
7,601,87
7,611,4
7,613,81
7,615,25
7,617,30
7,625,81
7,626,8
7,628,31
7,629,32
7,635,36
7,639,43
7,641,72
7,643,40
7,650,48
7,654,7
7,655,14
7,657,97
7,662,14
7,664,34
7,669,60
7,670,34
7,673,54
7,674,72
7,677,30
7,678,52
7,688,34
7,696,33
7,703,93
7,707,89
7,715,59
7,717,18
7,718,2
7,720,15
7,726,97
7,727,32
7,730,90
7,732,89
7,733,10
7,736,62
7,741,92
7,742,39
7,746,69
7,748,71
7,752,38
7,755,80
7,759,33
7,764,7
7,767,36
7,770,31
7,772,79
7,777,28
7,779,97
7,780,57
7,782,19
7,783,7
7,784,30
7,787,49
7,788,69
7,790,8
7,793,80
7,799,66
7,800,44
7,805,14
7,809,58
7,815,96
7,816,14
7,817,13
