source,target,weight
20,71,29
20,75,45
20,78,69
20,83,47
20,84,45
20,85,14
20,89,72
20,95,82
20,96,3
20,100,92
20,101,95
20,103,45
20,104,33
20,105,92
20,109,33
20,115,35
20,121,70
20,123,92
20,21,38
21,22,76
21,23,20
21,25,71
21,26,15
21,28,41
21,33,82
21,35,87
21,38,59
21,39,24
21,40,71
21,45,65
21,49,20
21,58,53
21,59,33
21,62,67
21,64,38
21,68,80
21,69,53
21,70,12
21,76,88
21,78,71
21,82,98
21,83,89
21,84,34
21,87,3
21,89,42
21,101,20
21,104,11
21,112,84
21,114,64
21,120,33
21,121,4
21,122,95
21,124,89
22,23,14
22,26,69
22,27,57
22,31,23
22,32,84
22,38,58
22,40,88
22,52,99
22,57,56
22,59,41
22,60,74
22,67,71
22,68,9
22,69,55
22,72,94
22,79,61
22,80,46
22,83,87
22,86,23
22,89,78
22,93,77
22,94,76
22,96,100
22,100,37
22,101,98
22,105,75
22,116,41
22,123,52
22,124,64
22,125,88
23,25,88
23,30,68
23,31,65
23,34,62
23,39,84
23,44,41
23,46,44
23,53,24
23,54,5
23,55,79
23,59,7
23,67,27
23,68,30
23,75,80
23,81,71
23,96,75
23,97,35
23,100,28
23,101,22
23,105,7
23,108,33
23,109,67
23,111,95
23,113,49
23,119,80
23,122,8
23,125,71
23,126,2
23,24,36
24,25,49
24,28,61
24,32,90
24,35,86
24,39,16
24,42,78
24,45,64
24,46,73
24,47,70
24,48,25
24,52,3
24,53,66
24,57,50
24,58,33
24,60,9
24,64,59
24,70,63
24,74,3
24,76,68
24,78,62
24,87,11
24,89,22
24,93,76
24,96,92
24,97,93
24,101,64
24,102,42
24,105,6
24,109,30
24,114,34
24,116,27
24,117,6
24,118,62
24,119,61
24,121,38
25,26,77
25,31,45
25,34,98
25,39,24
25,41,87
25,46,45
25,50,41
25,51,27
25,57,84
25,58,57
25,62,54
25,64,24
25,77,83
25,89,2
25,91,7
25,95,33
25,101,55
25,102,87
25,105,99
25,108,2
25,109,69
25,110,23
25,111,44
25,117,27
25,119,51
25,120,30
25,122,43
26,31,39
26,34,82
26,44,90
26,46,8
26,49,14
26,50,20
26,53,84
26,58,52
26,71,69
26,74,100
26,76,60
26,77,90
26,80,14
26,84,67
26,86,25
26,92,70
26,100,38
26,102,13
26,106,56
26,110,24
26,111,23
26,112,75
26,114,92
26,117,79
26,122,11
26,126,7
26,27,7
27,28,21
27,31,31
27,37,95
27,40,75
27,43,15
27,47,38
27,49,56
27,53,32
27,54,90
27,58,36
27,59,50
27,61,87
27,73,83
27,74,74
27,76,30
27,83,86
27,88,86
27,92,58
27,95,83
27,97,13
27,98,68
27,99,36
27,108,51
27,109,88
27,112,10
27,113,10
27,117,48
27,118,98
27,127,15
28,33,20
28,36,54
28,38,12
28,39,8
28,41,3
28,57,13
28,64,95
28,69,9
28,70,88
28,75,3
28,83,57
28,85,88
28,88,19
28,93,92
28,97,91
28,99,83
28,101,66
28,103,48
28,106,16
28,109,17
28,111,42
28,112,45
28,114,44
28,116,56
28,118,63
28,122,26
28,126,15
28,127,33
28,29,85
29,32,43
29,33,73
29,35,97
29,38,91
29,40,73
29,48,30
29,57,32
29,59,70
29,64,16
29,76,26
29,77,92
29,79,25
29,82,89
29,91,66
29,95,77
29,102,62
29,105,60
29,110,93
29,111,37
29,116,87
29,119,24
29,124,89
29,30,91
30,42,15
30,43,22
30,45,12
30,51,38
30,55,95
30,61,70
30,64,48
30,71,58
30,76,89
30,79,72
30,80,44
30,81,7
30,87,2
30,97,79
30,99,60
30,103,71
30,110,53
30,111,8
30,115,88
30,119,49
30,120,84
30,121,56
30,126,27
30,31,46
31,34,70
31,47,16
31,49,39
31,50,45
31,51,93
31,52,21
31,56,38
31,59,88
31,77,65
31,79,18
31,82,35
31,83,58
31,84,29
31,85,27
31,91,78
31,94,8
31,95,97
31,103,46
31,106,14
31,108,66
31,112,76
31,114,5
31,116,64
31,119,83
31,120,57
31,123,11
31,125,84
31,127,63
31,32,62
32,34,11
32,36,82
32,41,68
32,43,89
32,46,41
32,48,60
32,53,21
32,56,43
32,59,19
32,64,90
32,70,88
32,71,60
32,73,62
32,75,25
32,76,46
32,78,86
32,79,63
32,89,62
32,91,13
32,95,61
32,99,87
32,103,12
32,105,2
32,106,59
32,109,40
32,113,53
32,118,32
32,120,16
32,121,93
32,123,35
32,125,17
32,33,11
33,39,64
33,48,24
33,54,70
33,59,39
33,61,88
33,62,92
33,63,29
33,65,2
33,67,17
33,68,4
33,70,78
33,77,15
33,81,56
33,83,80
33,85,94
33,88,50
33,103,30
33,104,87
33,105,39
33,106,90
33,107,62
33,108,84
33,115,74
33,121,66
33,34,79
34,37,2
34,46,20
34,62,86
34,68,61
34,72,76
34,82,79
34,84,18
34,86,12
34,91,58
34,92,89
34,96,34
34,98,11
34,99,48
34,100,68
34,103,1
34,105,46
34,106,40
34,113,89
34,118,80
34,120,81
34,121,22
34,122,30
34,123,9
34,125,89
34,127,95
34,35,74
35,43,60
35,49,92
35,50,4
35,51,81
35,55,75
35,56,57
35,60,58
35,66,4
35,68,44
35,71,76
35,74,83
35,80,96
35,86,49
35,87,100
35,91,51
35,95,13
35,99,67
35,100,41
35,103,11
35,104,95
35,107,86
35,115,87
35,116,15
35,120,6
35,36,5
36,38,56
36,39,28
36,40,1
36,41,50
36,42,77
36,44,14
36,45,98
36,47,18
36,49,91
36,51,71
36,55,78
36,56,68
36,61,21
36,62,76
36,63,33
36,70,53
36,83,54
36,85,15
36,87,74
36,89,89
36,90,4
36,91,7
36,97,96
36,99,4
36,101,8
36,106,61
36,107,93
36,110,58
36,111,89
36,126,50
36,37,94
37,42,80
37,46,40
37,53,63
37,56,61
37,57,66
37,59,19
37,60,64
37,61,82
37,62,23
37,63,41
37,67,35
37,68,92
37,70,61
37,71,50
37,72,30
37,73,27
37,80,19
37,81,78
37,84,6
37,91,31
37,100,11
37,101,13
37,104,57
37,113,80
37,115,83
37,118,26
37,122,13
37,125,26
37,126,14
37,127,67
37,38,27
38,41,64
38,42,48
38,45,95
38,49,71
38,54,99
38,62,23
38,63,59
38,65,44
38,67,12
38,68,28
38,70,8
38,71,7
38,73,51
38,76,93
38,78,64
38,80,86
38,81,92
38,83,57
38,87,53
38,89,97
38,90,56
38,91,61
38,93,13
38,95,92
38,104,58
38,111,18
38,115,64
38,116,1
38,118,63
38,122,74
38,125,60
38,126,71
38,39,74
39,47,69
39,49,86
39,55,18
39,60,57
39,63,21
39,64,71
39,65,87
39,66,4
39,67,66
39,70,66
39,71,60
39,74,77
39,75,18
39,79,43
39,82,80
39,85,95
39,94,61
39,104,18
39,106,25
39,112,14
39,119,58
39,120,68
39,122,74
39,123,4
39,126,86
39,40,22
40,50,42
40,52,21
40,59,14
40,63,7
40,64,38
40,65,70
40,68,71
40,71,83
40,72,23
40,76,69
40,78,54
40,79,23
40,88,93
40,90,46
40,92,25
40,94,99
40,98,8
40,113,29
40,115,47
40,123,38
40,125,88
40,41,45
41,42,57
41,44,93
41,45,23
41,50,9
41,53,29
41,54,45
41,62,83
41,65,33
41,69,89
41,70,78
41,72,79
41,73,33
41,80,47
41,87,66
41,88,33
41,92,26
41,96,69
41,97,93
41,103,92
41,111,78
41,116,49
41,119,94
41,120,34
41,121,50
41,123,7
41,124,47
41,125,10
42,43,89
42,44,34
42,45,36
42,48,81
42,51,2
42,52,39
42,53,75
42,54,55
42,57,51
42,65,74
42,66,90
42,67,10
42,68,58
42,69,75
42,70,89
42,73,76
42,79,39
42,87,83
42,88,29
42,94,29
42,97,89
42,98,52
42,103,35
42,106,35
42,111,22
42,115,8
42,118,9
42,119,23
42,120,16
42,121,39
43,48,3
43,54,67
43,57,8
43,59,53
43,60,50
43,62,86
43,63,62
43,72,22
43,73,93
43,79,42
43,80,65
43,83,89
43,86,83
43,88,86
43,90,32
43,91,17
43,92,1
43,96,31
43,100,92
43,104,56
43,106,91
43,107,25
43,108,17
43,111,72
43,112,17
43,113,63
43,116,23
43,125,61
43,127,5
43,44,33
44,45,70
44,46,46
44,47,18
44,48,34
44,52,70
44,54,38
44,56,57
44,57,99
44,59,30
44,60,67
44,66,98
44,67,97
44,68,57
44,70,70
44,74,70
44,75,73
44,76,67
44,79,41
44,84,69
44,85,96
44,86,71
44,90,22
44,94,70
44,96,27
44,98,44
44,101,90
44,102,96
44,105,96
44,109,44
45,50,31
45,56,99
45,60,90
45,62,14
45,63,51
45,67,81
45,71,41
45,72,51
45,79,32
45,81,63
45,86,22
45,91,72
45,93,66
45,95,34
45,100,51
45,102,18
45,103,83
45,104,99
45,109,42
45,112,20
45,124,54
45,125,95
45,46,73
46,51,37
46,52,26
46,63,53
46,64,30
46,66,9
46,76,30
46,77,10
46,80,40
46,86,36
46,90,38
46,105,91
46,106,69
46,115,84
46,124,3
46,127,13
46,47,92
47,48,2
47,58,38
47,59,78
47,60,100
47,61,22
47,63,19
47,64,38
47,68,99
47,70,31
47,76,62
47,79,84
47,86,74
47,89,4
47,92,52
47,94,74
47,98,26
47,102,5
47,106,82
47,107,36
47,111,21
47,116,76
47,120,8
48,51,88
48,54,80
48,56,15
48,57,75
48,60,7
48,64,31
48,74,61
48,75,64
48,81,71
48,85,4
48,87,91
48,88,88
48,90,95
48,92,32
48,96,16
48,99,31
48,102,36
48,104,91
48,108,74
48,114,8
48,123,14
48,124,94
48,125,46
48,127,81
48,49,11
49,55,27
49,66,6
49,73,35
49,80,49
49,82,86
49,86,50
49,88,63
49,93,78
49,98,37
49,99,44
49,115,90
49,117,32
49,121,50
49,123,27
49,125,61
49,50,92
50,53,68
50,55,21
50,60,71
50,69,92
50,72,85
50,74,83
50,75,36
50,76,100
50,80,23
50,82,35
50,83,31
50,88,5
50,89,22
50,91,46
50,95,34
50,97,79
50,105,98
50,106,32
50,107,33
50,112,72
50,113,95
50,119,56
50,120,43
50,121,60
50,122,58
50,123,81
50,125,5
50,126,8
50,51,31
51,54,56
51,56,63
51,60,78
51,61,48
51,62,32
51,67,86
51,68,32
51,74,31
51,75,23
51,78,20
51,82,11
51,83,40
51,86,42
51,99,13
51,104,10
51,117,74
51,121,28
51,52,80
52,53,18
52,66,7
52,69,29
52,73,49
52,76,39
52,80,61
52,88,37
52,92,63
52,93,79
52,95,54
52,99,50
52,100,35
52,103,84
52,104,93
52,107,76
52,108,44
52,109,25
52,110,41
52,112,82
52,118,77
52,125,90
53,54,37
53,55,89
53,56,3
53,57,52
53,62,20
53,66,17
53,67,12
53,71,51
53,72,41
53,75,83
53,78,35
53,80,83
53,81,71
53,83,14
53,86,99
53,90,88
53,92,79
53,93,100
53,94,89
53,99,47
53,114,45
53,116,90
53,117,6
53,124,25
53,125,67
54,55,78
54,62,92
54,65,90
54,66,76
54,69,44
54,76,67
54,82,10
54,83,84
54,85,50
54,86,5
54,87,10
54,88,70
54,93,99
54,95,13
54,96,33
54,106,23
54,108,75
54,109,25
54,113,41
54,116,98
54,120,34
55,59,42
55,60,60
55,61,3
55,62,53
55,65,99
55,67,27
55,80,59
55,82,80
55,84,83
55,89,64
55,90,67
55,91,2
55,92,45
55,94,71
55,98,57
55,101,16
55,104,90
55,112,69
55,116,3
55,124,76
55,126,28
55,127,66
55,56,65
56,58,15
56,59,18
56,61,72
56,69,98
56,78,49
56,84,31
56,85,6
56,88,46
56,92,5
56,93,75
56,103,87
56,109,1
56,112,37
56,115,27
56,116,32
56,117,66
56,123,39
56,57,82
57,58,24
57,59,82
57,60,86
57,74,81
57,75,87
57,80,94
57,81,26
57,87,16
57,92,37
57,97,69
57,98,6
57,99,31
57,108,67
57,110,52
57,116,15
57,118,27
57,120,14
58,66,94
58,70,11
58,71,33
58,76,8
58,80,55
58,82,31
58,85,23
58,88,16
58,93,6
58,100,3
58,101,30
58,104,81
58,105,19
58,108,41
58,111,83
58,115,90
58,116,35
58,125,74
58,127,51
58,59,39
59,60,65
59,62,46
59,72,65
59,74,92
59,75,28
59,78,70
59,82,13
59,83,1
59,84,58
59,86,78
59,89,64
59,90,25
59,91,38
59,96,66
59,99,38
59,100,37
59,101,66
59,111,22
59,114,58
59,115,68
59,116,22
59,117,98
59,121,27
60,63,94
60,70,73
60,72,30
60,74,90
60,75,83
60,77,38
60,81,23
60,85,16
60,86,63
60,87,9
60,88,76
60,102,49
60,106,18
60,111,42
60,113,76
60,117,61
60,118,81
60,121,4
60,124,57
60,61,92
61,68,81
61,78,50
61,80,62
61,84,96
61,85,59
61,86,97
61,88,31
61,89,59
61,91,21
61,93,32
61,94,4
61,95,50
61,96,11
61,97,70
61,103,92
61,104,98
61,106,89
61,107,22
61,108,80
61,114,89
61,115,71
61,117,72
61,120,66
61,123,79
61,62,17
62,67,44
62,68,54
62,72,22
62,73,92
62,76,45
62,77,31
62,79,66
62,80,90
62,81,36
62,90,36
62,91,5
62,92,52
62,99,36
62,102,69
62,103,7
62,115,100
62,124,88
62,63,15
63,68,44
63,70,88
63,71,55
63,72,70
63,75,21
63,77,36
63,85,99
63,89,45
63,92,97
63,94,77
63,96,60
63,97,89
63,98,2
63,100,79
63,101,96
63,103,83
63,109,36
63,116,86
63,118,59
63,120,37
63,123,86
63,125,91
63,64,31
64,67,60
64,70,9
64,71,30
64,73,70
64,75,20
64,76,79
64,77,80
64,78,83
64,79,89
64,87,37
64,93,35
64,96,15
64,101,54
64,107,23
64,109,44
64,111,51
64,117,14
64,123,86
64,65,59
65,72,100
65,75,69
65,82,83
65,84,60
65,86,36
65,88,37
65,91,55
65,92,100
65,97,63
65,101,37
65,103,99
65,106,93
65,108,94
65,109,22
65,114,14
65,117,80
65,121,58
65,122,49
65,124,89
65,125,6
65,127,86
65,66,46
66,69,94
66,71,40
66,74,77
66,75,46
66,77,92
66,78,87
66,80,62
66,83,71
66,88,45
66,92,66
66,99,10
66,101,49
66,105,75
66,117,26
66,119,49
66,121,32
66,122,56
66,125,39
66,126,42
66,67,80
67,69,41
67,70,42
67,77,1
67,81,37
67,83,31
67,84,8
67,85,100
67,89,4
67,94,59
67,95,95
67,97,50
67,101,52
67,102,98
67,105,2
67,106,52
67,108,25
67,117,20
67,120,97
67,121,74
67,124,13
67,68,44
68,69,66
68,71,90
68,77,7
68,78,88
68,79,71
68,80,14
68,81,2
68,82,61
68,85,98
68,86,65
68,88,74
68,89,70
68,92,76
68,93,69
68,98,6
68,102,88
68,107,39
68,108,77
68,122,18
68,127,61
69,78,9
69,81,33
69,85,83
69,86,92
69,87,49
69,106,43
69,107,11
69,108,36
69,110,98
69,112,60
69,114,57
69,115,65
69,117,73
69,118,42
69,122,54
69,124,48
69,127,79
69,70,9
70,72,63
70,78,40
70,83,73
70,85,27
70,86,65
70,87,8
70,88,11
70,89,29
70,90,4
70,97,93
70,99,80
70,100,4
70,102,37
70,108,35
70,113,65
70,114,94
70,125,88
70,71,49
71,74,84
71,78,100
71,84,51
71,86,61
71,95,76
71,103,50
71,105,86
71,113,80
71,116,23
71,119,66
71,121,56
71,125,88
71,72,34
72,79,75
72,80,78
72,88,51
72,90,49
72,91,43
72,94,60
72,105,43
72,107,60
72,113,64
72,123,48
72,73,39
73,74,97
73,81,3
73,82,88
73,83,32
73,84,13
73,85,53
73,96,55
73,97,38
73,99,95
73,100,38
73,101,43
73,107,86
73,109,74
73,111,78
73,113,29
73,118,27
73,119,62
73,127,38
74,84,39
74,88,83
74,94,75
74,97,41
74,98,95
74,100,21
74,107,73
74,109,22
74,110,10
74,120,48
74,121,23
74,75,12
75,83,84
75,85,22
75,90,35
75,95,56
75,99,18
75,100,58
75,105,87
75,106,37
75,110,2
75,114,78
75,119,46
75,121,17
75,76,52
76,83,37
76,85,30
76,89,82
76,95,82
76,96,92
76,97,74
76,98,80
76,100,85
76,102,91
76,106,83
76,109,29
76,118,56
76,119,7
76,77,48
77,80,2
77,84,48
77,85,57
77,89,21
77,95,58
77,98,95
77,101,41
77,102,59
77,104,81
77,107,3
77,109,25
77,111,66
77,117,5
77,119,35
77,120,23
77,121,84
77,123,36
77,125,88
77,78,32
78,80,13
78,81,64
78,82,56
78,87,30
78,91,64
78,100,32
78,102,89
78,103,22
78,107,5
78,110,57
78,111,80
78,112,35
78,115,48
78,122,38
78,79,97
79,85,23
79,92,23
79,95,6
79,99,84
79,108,17
79,111,19
79,112,100
79,114,98
79,116,62
79,120,84
79,123,6
79,124,9
79,125,15
79,127,86
79,80,24
80,88,87
80,95,95
80,97,32
80,102,100
80,104,99
80,111,65
80,117,55
80,119,52
80,121,14
80,81,2
81,82,41
81,88,85
81,89,49
81,90,88
81,92,93
81,97,47
81,100,8
81,104,9
81,105,51
81,106,31
81,113,79
81,118,90
81,119,27
81,120,12
81,123,45
81,126,91
81,127,25
82,84,93
82,86,46
82,88,56
82,90,23
82,91,75
82,93,71
82,100,23
82,104,20
82,106,61
82,115,93
82,117,33
82,118,82
82,122,67
82,123,3
82,125,61
82,83,52
83,90,49
83,91,55
83,93,96
83,95,88
83,102,12
83,103,90
83,109,12
83,112,93
83,114,41
83,115,29
83,116,2
83,119,94
83,120,30
83,122,52
83,123,62
83,126,42
83,84,85
84,92,31
84,97,71
84,101,39
84,105,67
84,106,51
84,107,52
84,112,63
84,121,26
84,122,82
84,126,73
84,85,19
85,88,15
85,90,96
85,92,99
85,99,51
85,101,86
85,104,9
85,108,64
85,115,23
85,116,96
85,122,68
85,123,31
85,86,4
86,100,22
86,101,23
86,102,55
86,103,46
86,104,53
86,107,50
86,109,90
86,117,65
86,119,65
86,120,44
86,123,71
86,127,13
86,87,85
87,95,67
87,98,87
87,103,68
87,105,2
87,108,59
87,111,95
87,116,6
87,119,48
87,121,47
87,122,34
87,123,81
87,125,17
87,88,64
88,90,11
88,93,27
88,96,96
88,97,85
88,100,23
88,104,30
88,106,29
88,108,85
88,112,99
88,115,77
88,120,41
88,122,17
88,123,59
88,127,11
88,89,48
89,93,37
89,94,54
89,97,41
89,98,9
89,99,26
89,101,82
89,106,55
89,108,76
89,113,60
89,114,96
89,120,37
89,123,74
89,124,8
89,127,27
89,90,33
90,92,20
90,98,11
90,100,75
90,102,96
90,108,33
90,112,73
90,114,94
90,115,36
90,116,91
90,118,13
90,124,65
90,91,99
91,98,80
91,102,81
91,103,68
91,104,100
91,109,66
91,114,98
91,115,9
91,116,10
91,117,56
91,122,21
91,123,15
91,127,86
91,92,9
92,93,69
92,95,92
92,97,27
92,112,93
92,116,51
92,119,71
92,127,88
93,99,28
93,102,54
93,109,77
93,120,60
93,122,44
93,94,28
94,96,71
94,98,2
94,100,49
94,102,38
94,108,58
94,109,64
94,110,6
94,111,22
94,115,72
94,116,21
94,118,33
94,120,78
94,123,3
94,126,44
94,127,24
94,95,62
95,96,59
95,98,40
95,99,80
95,101,99
95,104,13
95,108,87
95,113,93
95,114,44
95,115,63
95,124,34
96,103,97
96,105,6
96,108,32
96,109,63
96,111,55
96,118,33
96,119,11
96,123,22
96,125,72
96,127,80
96,97,29
97,100,12
97,101,33
97,103,51
97,106,79
97,107,8
97,112,84
97,114,15
97,116,33
97,119,10
97,122,9
97,125,68
97,127,59
97,98,50
98,106,24
98,107,30
98,111,39
98,112,51
98,113,92
98,114,30
98,116,23
98,117,67
98,121,18
98,126,71
98,99,12
99,101,99
99,102,90
99,103,52
99,104,83
99,108,46
99,111,26
99,121,91
99,123,75
99,125,76
99,127,5
